other	None	None	からすは食べますか？
weather	None	day_after_next	風は明後日強かったりする？
weather	station	tonight	今夜の南由布の風は強いの？
other	None	None	泳ぐの得意ですか？
other	None	None	たしかに，有名ですね．
weather	geographical_names	today	珠洲市の今日の風は弱かったり？
weather	geographical_names	next_week	延岡市の来週は雪降るかな？
weather	station	early_evening	夕方の敬川は雨降るかな？
weather	None	next_year	来年は涼しい？
other	None	None	私も来年から社会人です
weather	geographical_names	early_evening	夕方の新ひだか町は曇りかな？
weather	station	None	沖松島は暑さは？
weather	geographical_names	next_month	東松山市の来月は寒い？
weather	geographical_names	day_after_next	東通村の明後日は雪降らない？
weather	here	absolute	9月4日のこのあたりは晴れるかな？
weather	station	now	今の難波の天気は曇る？
weather	geographical_names	this_morning	美咲町の今朝は涼しさは？
weather	station	tonight	今夜の北細野は晴れないかな？
weather	here	tomorrow	明日のこの辺の天気はどんなになってる？
weather	here	tomorrow	この辺の明日は寒さは？
weather	station	this_morning	南古谷の今朝は風強いかな？
weather	geographical_names	today	今日の夕張市は晴れない？
weather	working_place	None	職場は風弱い？
other	None	None	みんなで行きたいね
other	None	None	海はあまり好きではありません。家でのんびりしていたいです。
weather	station	next_year	千葉中央の来年は雪かな？
weather	station	absolute	藤岡の30日は晴れたり？
weather	here	absolute	1971年1月のここは風強い？
weather	station	today	割出の今日の天気は？
weather	geographical_names	None	柳井市の天気は？
weather	geographical_names	tonight	海士町の今夜は晴れかな？
weather	working_place	daytime	職場の昼の風は弱かったりする？
other	None	None	うん、好き。神木くんも好きだから今回はうれしいな。
weather	here	absolute	ここの7月の風はどんな？
weather	here	early_evening	この辺の夕方は晴れたり？
weather	geographical_names	daytime	昼の魚沼市は暑さは？
other	None	None	そうなんですか？知りませんでした
weather	here	next_year	来年のこの辺は風強いかな？
other	None	None	夏風邪にならないように気をつけます
weather	here	today	今日のここは涼しい？
other	None	None	果物が好きなんだ？
weather	station	today	八森の今日は暑さは？
weather	None	now	今の天気はどんな？
weather	geographical_names	next_week	下市町の来週は雪降る？
weather	here	next_month	この辺の来月の天気はどうかな？
weather	here	absolute	この辺の2002年12月の風は強いの？
weather	here	day_after_next	明後日のここの天気教えて
weather	here	daytime	昼のここは暑いかな？
other	None	None	深い言葉ですね。
weather	geographical_names	tonight	諫早市の今夜の天気を教えてほしい
other	None	None	他にどんなスポーツ知ってる？
weather	station	next_month	来月の中強羅は雪降る？
weather	station	next_week	来週の穴太の風は弱い？
weather	here	next_week	来週のこのあたりの天気は降る？
other	None	None	ところで、スイカの他に、どんな果物が好きですか？
weather	geographical_names	today	えびの市の今日の風は弱かったりする？
weather	geographical_names	tomorrow	明日の板倉町は暑いですか？
weather	working_place	now	職場の今は風強いの？
weather	None	next_month	来月は曇り？
weather	geographical_names	next_month	じゃあ、妹背牛町の来月の天気を教えて
other	None	None	そうでしたか。今日は天気がよくないですね。
weather	school	absolute	26日の学校の天気はどうだろう？
other	None	None	え、誰が？？
weather	geographical_names	daytime	昼の佐伯市は雪降らないかな？
weather	working_place	day_after_next	明後日の職場の風は？
weather	station	absolute	そういえば、2014年7月21日の田んぼアートの天気はわかりますか？
weather	geographical_names	tomorrow	明日の珠洲市は雪かな？
weather	working_place	absolute	24日の職場の天気は何？
weather	school	early_evening	学校の夕方の天気はどんな感じ？
other	None	None	与えていません
weather	station	next_month	来月の熊谷の天気は雨？
weather	station	this_morning	今朝の白山は晴れると思う？
other	None	None	調子は悪いです
weather	working_place	now	今の職場の天気は曇？
weather	geographical_names	next_month	士幌町の来月は晴れないと思う？
weather	None	this_morning	今朝は寒い？
weather	here	today	今日のこのあたりの天気はどうだろう？
weather	here	tomorrow	このあたりの明日の天気を教えてほしい
weather	geographical_names	None	安芸太田町の風はどんな？
weather	here	day_after_next	明後日のここは晴れかな？
weather	geographical_names	day_after_next	明後日の舟形町の風は？
weather	geographical_names	daytime	昼の茨城町は曇るかな？
weather	geographical_names	tomorrow	江差町の明日の風は強いの？
weather	here	absolute	14日のこの辺の天気は雪降らない？
weather	geographical_names	daytime	昼のつがる市の風は強かったりする？
other	None	None	新しくソファを買おうかなと思ってるんだけど、どんなのが良いだろう
other	None	None	自分も好きですよ。和菓子とかと一緒だと更に美味しいですね。
other	None	None	最近興味のある芸能人いる？
weather	station	absolute	九品寺交差点の2月の天気を教えてほしい
weather	geographical_names	day_after_next	松戸市の明後日の天気は晴れ？
weather	None	next_week	来週も雨でしょうか？
weather	geographical_names	early_evening	北海道の夕方の天気教えて
weather	here	next_month	来月のこのあたりは雪降るかな？
weather	geographical_names	absolute	1992年3月15日の鈴鹿市の風は強かったりする？
weather	here	next_year	この辺の来年の風はどんな感じ？
weather	school	next_week	学校の来週は暖かさは？
weather	geographical_names	this_morning	北本市の今朝は暑いですか？
weather	station	today	今日の上深川の天気はどんなになってる？
weather	geographical_names	next_week	御嵩町の来週の風は強かったりする？
weather	school	next_week	来週の学校は雪降らないかな？
weather	here	day_after_next	明後日のこの辺は晴れたり？
weather	geographical_names	absolute	有田町の5月は暖かいかな？
weather	station	early_evening	新札幌の夕方は寒いかな？
other	None	None	電車でいきますか、車でいきますか？
weather	geographical_names	daytime	昼の東洋町の風は弱かったりする？
weather	geographical_names	next_month	松茂町の来月は風強いかな？
weather	station	now	八木蒔の今の天気は雪降る？
weather	station	now	今の茶内は風弱い？
other	None	None	トースト
weather	station	absolute	1970年の本牟田部は晴れない？
weather	geographical_names	tomorrow	明日の遠別町は寒さは？
weather	geographical_names	next_month	伊勢原市の来月の天気は雨？
weather	station	next_month	魚沼中条の来月の風はどんな感じ？
weather	station	now	五郎丸の今は風強いの？
other	None	None	魚を釣りますか？
weather	station	this_morning	侍浜の今朝の天気は雨降らない？
weather	station	next_month	来月の花見の天気
weather	None	early_evening	風は夕方強いかな？
weather	working_place	next_week	来週の職場の天気は雪降る？
weather	here	None	このあたりの天気は雨降る？
weather	working_place	absolute	7月4日の職場の天気は雨？
weather	None	next_week	来週の風は弱かったりする？
other	None	None	作物はどれだけ頑張っても天気や台風とかはコントロールできないですものね
weather	geographical_names	now	今の佐伯市は雪降らないかな？
weather	geographical_names	tomorrow	明日の愛荘町は雨降らないかな？
weather	None	daytime	昼は晴れかな？
weather	working_place	next_month	職場の来月の天気は？
weather	here	absolute	このあたりの6日の天気はどうですか
weather	here	absolute	9月6日のここは雨降らないかな？
other	None	None	考えてね
weather	geographical_names	day_after_next	明後日の立科町の風は弱いかな？
weather	here	tonight	今夜のここは雪降らない？
weather	None	tomorrow	明日の風は強かったりする？
weather	school	this_morning	今朝の学校の風は？
weather	working_place	absolute	職場の3月は晴れないかな？
weather	working_place	absolute	8月の職場は曇るかな？
other	None	None	プールもいいですね。
weather	geographical_names	absolute	2010年2月の砺波市の風は弱い？
weather	geographical_names	absolute	淡路市の10月1日の天気はどんなになってる？
weather	station	next_year	佐奈の来年は暖かいかな？
weather	station	absolute	長田の4日の風はどう？
weather	station	next_week	来週の北俣は暑いかな？
weather	working_place	early_evening	夕方の職場の風は弱いかな？
weather	here	tonight	ここの今夜は涼しいかな？
other	None	None	無いと言ったらうそですね．
weather	station	tonight	堺の今夜は雨降らない？
weather	geographical_names	tonight	今夜の砺波市の風は弱い？
weather	geographical_names	next_month	内子町の来月の天気は何かな？
other	None	None	もうスイカの話題はいいよ
weather	geographical_names	tomorrow	観音寺市の明日の天気はどんな？
weather	station	absolute	羽後中里の9日は雨降る？
weather	None	day_after_next	明後日の天気はどうでしたか。
weather	geographical_names	next_week	来週の砺波市の風は弱い？
weather	None	daytime	昼は晴れない？
other	None	None	海の家にも行きたいです。
other	None	None	可愛いよね
other	None	None	何を言っているかわかりません。
weather	station	early_evening	上月の夕方は雪降るかな？
weather	station	now	和泉府中の今の風はどんな感じ？
weather	here	next_week	来週のこのあたりの風は強かったりする？
weather	here	absolute	1999年9月18日のこの辺の風は弱いかな？
weather	station	next_week	古館の来週の天気は雪降る？
weather	school	tonight	今夜の学校は雨降らない？
weather	working_place	early_evening	夕方の職場の風は弱い？
other	None	None	音楽はお好きですか
schedule	None	tomorrow	明日は忙しい？
weather	school	absolute	学校の1983年1月27日は晴れない？
weather	station	next_year	内原の来年は風強い？
other	None	None	そうだね
weather	geographical_names	next_month	北茨城市の来月は曇るかな？
weather	here	absolute	8月16日のこの辺の風は強いかな？
weather	geographical_names	tonight	今夜の箕輪町は晴れる？
weather	station	absolute	10月の伊野は暑いですか？
weather	station	next_week	鶴羽の来週は暑さは？
weather	working_place	absolute	じゃあ、職場の2008年12月24日の天気を教えて
weather	here	day_after_next	明後日のこの辺の風は弱いかな？
weather	geographical_names	tomorrow	明日の富田林市は暖かい？
other	None	None	はい。泳ぐことはとても気持ちがいいことだと思います。
weather	here	next_year	来年のこのあたりは風強いかな？
weather	geographical_names	tonight	阿賀野市の今夜は涼しいかな？
weather	here	today	この辺の今日の天気は何？
weather	station	daytime	長田の昼の風はどう？
weather	station	tomorrow	じゃあ、明日の陸前赤井の天気を教えて
weather	station	tomorrow	山城青谷の明日は雪？
weather	station	absolute	下鴨生の1977年5月12日の天気はどうだろう？
weather	geographical_names	today	富山市の今日は晴れないかな？
weather	school	tonight	学校の今夜の天気は雪降る？
weather	station	next_year	じゃあ、来年の上野部の天気を教えて
weather	geographical_names	early_evening	夕方の輪島市の風は？
other	None	None	そう思うことはあります。
weather	here	next_year	ここの来年は晴れると思う？
weather	here	tomorrow	ここの明日の天気は曇る？
weather	here	next_year	来年のこの辺は晴れないかな？
weather	working_place	daytime	昼の職場は雨かな？
other	None	None	本当に暑いですね
other	None	None	こんばんは！　素敵な服ですね。
weather	here	tonight	今夜のこの辺の天気
weather	school	now	今の学校の風はどんな感じ？
other	None	None	まだ食べてないの？
weather	here	absolute	9月9日のこの辺の風は強いの？
weather	here	tonight	今夜のこの辺の天気はどうだろう？
weather	None	today	今日は雪降る？
weather	here	None	このあたりは暖かさは？
weather	None	next_year	来年の天気は雨降らない？
weather	station	next_month	浄心の来月は暑いですか？
other	None	None	スイカの話？
weather	station	None	法界院の天気は曇る？
weather	here	early_evening	夕方のここの風は強い？
weather	school	absolute	12月の学校の天気は雨降る？
weather	geographical_names	daytime	長浜市の昼の天気は晴れる？
weather	geographical_names	None	湯前町の風は弱かったり？
weather	station	next_month	水沢の来月の天気は何かな？
weather	station	day_after_next	明後日の宮村の天気は晴れない？
weather	None	early_evening	天気は夕方雪降らない？
weather	geographical_names	absolute	志賀町の12月の天気を教えてほしい
weather	None	this_morning	今朝の風は？
weather	geographical_names	next_week	来週の桜井市の天気はどんな感じ？
weather	here	None	この辺は晴れ？
weather	here	tonight	今夜のこの辺の風はどう？
weather	school	tomorrow	明日の学校は暑い？
other	None	None	遊ぶものを持っていかないなら減ります
weather	None	next_week	来週は曇る？
other	None	None	それは素敵です
weather	here	absolute	2010年5月18日のここは晴れると思う？
weather	here	today	このあたりの今日の風はどう？
other	None	None	今は、部屋でクーラーを付けているので大丈夫ですよ。
weather	None	day_after_next	明後日は暖かさは？
weather	here	now	この辺の今の風はどんなになってる？
weather	None	this_morning	今朝は雪降るかな？
other	None	None	それはちょっと高すぎるでしょ？
weather	None	next_month	来月の天気教えて
weather	None	this_morning	今朝の天気はどんな？
weather	station	today	伊勢佐木長者町の今日の天気はどんなになってる？
weather	here	tonight	ここの今夜の天気は晴れ？
other	None	None	電波がよく入るね
weather	working_place	next_year	来年の職場は雪降る？
other	None	None	お酒を飲みながら、お話したいです。
other	None	None	えびせん？？
weather	station	absolute	羽後中里の2001年9月23日は雨降る？
weather	here	absolute	7月5日のこのあたりの風は強い？
weather	here	absolute	このあたりの17日は晴れないと思う？
weather	geographical_names	daytime	昼の四万十市の天気は雪降らない？
weather	station	next_week	来週の芸大通の天気は曇？
weather	here	tomorrow	明日のこのあたりの風は弱いかな？
weather	here	now	今のここは晴れる？
weather	here	now	今のこの辺は雨かな？
other	None	None	もう夏も終わりますからね
other	None	None	数学も忘れてると大変です
weather	geographical_names	day_after_next	明後日の山形村の風は弱い？
other	None	None	何に？
weather	station	day_after_next	太田川の明後日の天気は雨降る？
weather	here	daytime	このあたりの昼は晴れる？
other	None	None	そんなところを基準で考えるのか
weather	geographical_names	early_evening	夕方の美濃加茂市の天気は曇？
weather	here	daytime	このあたりの昼の天気はどんな感じ？
weather	station	next_week	東刈谷の来週の天気教えて
weather	here	absolute	このあたりの21日は暑い？
other	None	None	サッカーが好きです。
other	None	None	元気？
weather	here	today	今日のこの辺の天気は雪？
weather	geographical_names	tonight	今夜の板野町は晴れないかな？
weather	station	next_week	西和田の来週は暖かい？
weather	working_place	absolute	8日の職場の風はどんな？
weather	geographical_names	next_month	みなかみ町の来月は暑いですか？
schedule	None	day_after_next	明後日の予定
weather	here	day_after_next	この辺の明後日の天気は何かな？
weather	None	today	今日の天気はどんな感じ？
other	None	None	私は冷たいものがいいです。
weather	school	this_morning	今朝の学校は暖かい？
weather	here	tonight	今夜のこの辺は晴れる？
weather	station	daytime	昼の大分大学前は風強いの？
weather	school	absolute	学校の12月1日は曇り？
weather	working_place	today	今日の職場の風は強いかな？
weather	geographical_names	next_month	来月の埼玉県は曇る？
weather	station	None	名電各務原は雪降るかな？
weather	station	absolute	1995年6月26日の梓橋は晴れない？
weather	geographical_names	absolute	1996年の台東区の風は強いの？
weather	None	absolute	12月は晴れないかな？
other	None	None	どこに行きますか？
other	None	None	すっかり秋だよ
other	None	None	この話はやめましょうか
weather	station	now	青島の今は暖かい？
other	None	None	そう！
other	None	None	太陽熱によって地表が暖められ、温度差が生じている限り、風は止みませんよ。
other	None	None	うん
weather	here	next_year	この辺の来年の天気はどんなになってる？
other	None	None	いや．もう食べましたので，結構です
weather	geographical_names	absolute	26日の厚真町の天気はどうだろう？
weather	station	absolute	西永福の28日の天気は曇？
weather	station	today	矢代田の今日は晴れ？
weather	here	next_week	この辺の来週は曇り？
weather	station	absolute	10月の神代の風は弱いかな？
weather	school	early_evening	夕方の学校は寒さは？
weather	geographical_names	day_after_next	いすみ市の明後日の天気は？
weather	station	absolute	5月10日の陽羽里は風強かったり？
weather	here	next_month	ここの来月は暑いですか？
other	None	None	何のレベルが特に高いのですか？
other	None	None	目玉焼きって食べますか？
weather	geographical_names	this_morning	大竹市の今朝の天気はどんなになってる？
weather	station	None	二上山の天気は雨降らない？
weather	None	daytime	風は昼弱かったりする？
weather	geographical_names	this_morning	今朝の富谷市の風は強いの？
weather	working_place	absolute	1996年7月24日の職場の風は強かったり？
weather	here	next_year	この辺の来年の天気は晴れる？
weather	station	early_evening	あつみ温泉の夕方は暑い？
weather	here	today	今日のこのあたりは晴れない？
other	None	None	日焼けもプールも、夏はあちこち荒れるよ。
other	None	None	海で泳ぐときには要らないです
other	None	None	退屈してた？
weather	geographical_names	daytime	大刀洗町の昼は晴れる？
other	None	None	ありがとう。でも、最近、涼しくなりましたよ。
weather	here	next_year	そういえば、このあたりの来年の天気はわかりますか？
weather	working_place	next_year	来年の職場の風は弱かったりする？
other	None	None	そのほうがいいでしょうね
weather	here	tomorrow	この辺の明日は風強いかな？
other	None	None	睡眠時間は何時間ですか？
weather	station	day_after_next	馬立の明後日の風は強い？
weather	geographical_names	daytime	志賀町の昼の天気を教えてほしい
weather	station	early_evening	常陸多賀の夕方は風強いの？
weather	here	absolute	1985年10月3日のここの天気はどう？
schedule	None	early_evening	ちなみに夕方はお仕事ですか？
weather	geographical_names	next_month	来月の和気町の風は弱かったり？
weather	geographical_names	early_evening	夕方の山添村は雪かな？
weather	geographical_names	early_evening	夕方の美祢市の天気はどんなになってる？
weather	geographical_names	this_morning	今朝の唐津市は暖かい？
weather	geographical_names	next_week	来週の河内長野市は雨？
weather	station	None	森田は涼しいかな？
weather	station	this_morning	板野の今朝は曇り？
weather	geographical_names	day_after_next	羅臼町の明後日は曇りかな？
other	None	None	広島弁、いいですね。
weather	station	this_morning	金橋の今朝は雨降る？
weather	station	now	今の領石通は寒いかな？
weather	school	absolute	学校の5月26日は暑さは？
other	None	None	ありって虫の？
weather	station	early_evening	九州鉄道記念館の夕方の天気は晴れない？
other	None	None	キンキンに冷やしたやつは本当においしいですよね
weather	station	absolute	佐久広瀬の9日の天気はどんな？
weather	geographical_names	next_week	来週の山形市の天気
other	None	None	生活の必需品ですね
weather	geographical_names	absolute	1月の長柄町は風強いかな？
other	None	None	私も好きです
schedule	None	absolute	いやいや。1978年12月は何する？
other	None	None	そうですね。
weather	here	today	このあたりの今日の天気教えて
weather	here	daytime	昼のこの辺は晴れない？
other	None	None	天気が良いと出かけたいです
weather	geographical_names	None	小坂町の風は強かったり？
other	None	None	興味深いニュースですね
weather	station	None	新潟は風強かったり？
other	None	None	新しいことを聞けるからね。
other	None	None	昨日は何していましたか？
